web-scraper-order,web-scraper-start-url,player,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1571430269-13646","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Howie Glover","1968-69","MTL","R","1","0","0","0","0","0","--","0","0","0","0","0","0","0","0.0","","--","--"
"1571430269-6111","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Hull","1964-65","CHI","L","61","39","32","71","23","32","1.16","10","15","2","4","5","0","368","10.6","","--","--"
"1571430269-7230","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Don McKenney","1963-64","NYR, TOR","C","70","18","23","41","-6","8","0.59","6","9","0","0","2","0","117","15.4","","--","--"
"1571430269-10986","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Solinger","1951-52","TOR","L","24","5","3","8","","4","0.33","1","2","1","1","0","0","","--","","--","--"
"1571430269-13414","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Martin","1957-58","CHI","D","4","0","0","0","","10","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-7082","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Slowinski","1951-52","NYR","R","64","21","22","43","","18","0.67","6","13","0","0","3","0","","--","","--","--"
"1571430269-13613","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Peirson","1946-47","BOS","R","5","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-6619","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dave Creighton","1957-58","NYR","C","70","17","35","52","","40","0.74","6","23","0","0","2","0","","--","","--","--"
"1571430269-10310","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marcel Pronovost","1962-63","DET","D","69","4","9","13","10","48","0.19","0","0","1","1","0","0","92","4.3","","--","--"
"1571430269-10746","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Forbes Kennedy","1965-66","BOS","C","50","4","6","10","-13","55","0.20","0","1","1","1","1","0","45","8.9","","--","--"
"1571430269-9042","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bruce MacGregor","1962-63","DET","C","68","11","11","22","-9","12","0.32","2","3","1","1","3","0","120","9.2","","--","--"
"1571430269-12731","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Watson","1964-65","BOS","D","4","0","1","1","1","0","0.25","0","0","0","0","0","0","2","0.0","","--","--"
"1571430269-11670","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Turner","1960-61","MTL","D","60","2","2","4","-4","16","0.07","0","0","1","2","0","0","17","11.8","","--","--"
"1571430269-8911","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eric Nesterenko","1953-54","TOR","R","68","14","9","23","","70","0.34","4","5","1","2","2","0","","--","","--","--"
"1571430269-9689","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lou Fontinato","1955-56","NYR","D","70","3","15","18","","206","0.26","1","4","0","0","0","0","","--","","--","--"
"1571430269-9738","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Stewart","1961-62","TOR","R","60","8","9","17","5","16","0.28","1","1","0","2","2","0","80","10.0","","--","--"
"1571430269-6661","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Hicke","1961-62","MTL","R","70","20","31","51","11","42","0.73","3","10","0","0","3","0","152","13.2","","--","--"
"1571430269-13471","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sandy Fitzpatrick","1964-65","NYR","C","4","0","0","0","0","2","--","0","0","0","0","0","0","1","0.0","","--","--"
"1571430269-11444","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Orban","1967-68","CHI","C","39","3","2","5","-12","17","0.13","0","0","0","0","0","0","21","14.3","","--","--"
"1571430269-6412","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Mahovlich","1965-66","TOR","L","68","32","24","56","3","68","0.82","10","17","0","0","6","0","245","13.1","","--","--"
"1571430269-11554","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Carveth","1950-51","DET","R","28","1","4","5","","0","0.18","0","3","0","0","0","0","","--","","--","--"
"1571430269-9447","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Kenny Wharram","1958-59","CHI","R","66","10","9","19","","14","0.29","0","3","0","0","1","0","","--","","--","--"
"1571430269-7010","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Kaleta","1946-47","CHI","L","57","24","20","44","","37","0.77","5","7","1","1","0","0","","--","","--","--"
"1571430269-9278","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jimmy Bartlett","1958-59","NYR","L","70","11","9","20","","118","0.29","1","1","1","2","3","0","","--","","--","--"
"1571430269-11377","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Solinger","1954-55","TOR","L","17","1","5","6","","11","0.35","0","0","0","0","1","0","","--","","--","--"
"1571430269-12061","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gerry Ehman","1963-64","TOR","R","4","1","1","2","1","0","0.50","1","1","0","0","1","0","7","14.3","","--","--"
"1571430269-6922","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Phil Goyette","1964-65","NYR","C","52","12","34","46","-13","6","0.88","5","23","0","0","2","0","91","13.2","","--","--"
"1571430269-6820","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Elmer Lach","1949-50","MTL","C","64","15","33","48","","33","0.75","6","13","1","1","5","0","","--","","--","--"
"1571430269-13337","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Costello","1956-57","DET","C","3","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-13784","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Guy Trottier","1968-69","NYR","R","2","0","0","0","0","0","--","0","0","0","0","0","0","6","0.0","","--","--"
"1571430269-6145","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Lindsay","1951-52","DET","L","70","30","39","69","","123","0.99","9","18","1","1","3","0","","--","","--","--"
"1571430269-9222","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Harris","1967-68","MTL","D","67","5","16","21","23","78","0.31","0","0","0","0","1","0","57","8.8","","--","--"
"1571430269-6698","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Toe Blake","1946-47","MTL","L","60","21","29","50","","6","0.83","5","11","0","0","4","0","","--","","--","--"
"1571430269-7810","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Charlie Burns","1967-68","OAK","C","73","9","26","35","-15","20","0.48","1","6","2","4","1","0","119","7.6","","--","--"
"1571430269-10515","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rick Ley","1968-69","TOR","D","37","1","11","12","0","39","0.32","0","6","0","0","0","0","37","2.7","","--","--"
"1571430269-6601","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Pulford","1959-60","TOR","L","70","24","28","52","7","81","0.74","1","2","6","8","2","0","231","10.4","","--","--"
"1571430269-8007","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Seibert","1943-44","CHI","D","50","8","25","33","","40","0.66","1","5","1","1","1","0","","--","","--","--"
"1571430269-10551","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sid Finney","1951-52","CHI","C","35","6","5","11","","0","0.31","1","2","0","0","1","0","","--","","--","--"
"1571430269-6859","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Elmer Lach","1945-46","MTL","C","50","13","34","47","","34","0.94","2","8","0","0","1","0","","--","","--","--"
"1571430269-12959","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jim Johnson","1966-67","NYR","C","2","0","0","0","0","0","--","0","0","0","0","0","0","1","0.0","","--","--"
"1571430269-9489","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Dillabough","1968-69","PIT, OAK","C","62","7","12","19","-11","6","0.31","0","0","0","1","3","0","53","13.2","","--","--"
"1571430269-7030","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gerry Ehman","1967-68","OAK","R","73","19","25","44","-5","20","0.60","6","15","0","0","3","0","189","10.1","","--","--"
"1571430269-8436","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Murphy","1961-62","CHI","L","60","12","16","28","4","41","0.47","1","1","0","0","4","0","120","10.0","","--","--"
"1571430269-12661","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Carr","1943-44","TOR","L","5","0","1","1","","4","0.20","0","0","0","0","0","0","","--","","--","--"
"1571430269-6668","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marcel Bonin","1959-60","MTL","L","59","17","34","51","28","59","0.86","5","12","0","0","3","0","136","12.5","","--","--"
"1571430269-7503","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Danny Lewicki","1956-57","NYR","L","70","18","20","38","","47","0.54","4","15","1","1","3","0","","--","","--","--"
"1571430269-9632","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Phil Watson","1946-47","NYR","R","48","6","12","18","","17","0.38","1","2","0","0","4","0","","--","","--","--"
"1571430269-6258","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Don McKenney","1958-59","BOS","C","70","32","30","62","","20","0.89","5","16","1","1","6","0","","--","","--","--"
"1571430269-10788","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eddie Joyal","1962-63","DET","C","14","2","8","10","0","0","0.71","0","6","0","0","1","0","16","12.5","","--","--"
"1571430269-10358","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al Langlois","1960-61","MTL","D","61","1","12","13","24","56","0.21","0","0","0","0","0","0","57","1.8","","--","--"
"1571430269-10423","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Skip Krake","1967-68","BOS","C","68","5","7","12","8","13","0.18","0","1","3","4","0","0","48","10.4","","--","--"
"1571430269-8149","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pete Stemkowski","1967-68","TOR, DET","C","73","10","21","31","-9","86","0.42","0","1","0","0","1","0","179","5.6","","--","--"
"1571430269-13315","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Derek Sanderson","1966-67","BOS","C","2","0","0","0","-1","0","--","0","0","0","0","0","0","2","0.0","","--","--"
"1571430269-9976","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Terry Harper","1966-67","MTL","D","56","0","16","16","21","99","0.29","0","0","0","0","0","0","44","0.0","","--","--"
"1571430269-13147","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al Buchanan","1949-50","TOR","L","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-7144","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Reay","1946-47","MTL","C","59","22","20","42","","17","0.71","1","3","0","0","3","0","","--","","--","--"
"1571430269-13124","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Don Johns","1967-68","MNS","D","4","0","0","0","-2","6","--","0","0","0","0","0","0","4","0.0","","--","--"
"1571430269-11348","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","George Armstrong","1951-52","TOR","R","20","3","3","6","","30","0.30","1","1","0","0","1","0","","--","","--","--"
"1571430269-6770","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Kelly","1953-54","DET","D","62","16","33","49","","18","0.79","6","16","1","1","2","0","","--","","--","--"
