web-scraper-order,web-scraper-start-url,player,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1571430269-10042","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Norm Dussault","1947-48","MTL","C","28","5","10","15","","4","0.54","1","3","0","0","0","0","","--","","--","--"
"1571430269-12356","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Cooper","1943-44","CHI","D","13","1","0","1","","17","0.08","1","1","0","0","0","0","","--","","--","--"
"1571430269-9669","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Quackenbush","1943-44","DET","D","43","4","14","18","","6","0.42","0","0","0","0","0","0","","--","","--","--"
"1571430269-6841","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Murphy","1958-59","CHI","L","59","17","30","47","","52","0.80","2","10","0","0","2","0","","--","","--","--"
"1571430269-12713","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Noel Price","1961-62","DET","D","20","0","1","1","-7","6","0.05","0","0","0","0","0","0","38","0.0","","--","--"
"1571430269-12516","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Arbour","1967-68","BOS","D","4","0","1","1","3","11","0.25","0","0","0","0","0","0","3","0.0","","--","--"
"1571430269-11461","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Solinger","1953-54","TOR","L","39","3","2","5","","2","0.13","0","0","0","0","0","0","","--","","--","--"
"1571430269-12315","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Howie Glover","1963-64","NYR","R","25","1","0","1","-4","9","0.04","0","0","0","0","0","0","30","3.3","","--","--"
"1571430269-10938","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jim Morrison","1952-53","TOR","D","56","1","8","9","","36","0.16","1","4","0","1","0","0","","--","","--","--"
"1571430269-8841","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jimmy Peters","1946-47","MTL","R","60","11","13","24","","27","0.40","0","1","0","0","3","0","","--","","--","--"
"1571430269-9793","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ralph Nattrass","1947-48","CHI","D","60","5","12","17","","79","0.28","1","1","0","0","0","0","","--","","--","--"
"1571430269-6826","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Hampson","1966-67","DET","C","65","13","35","48","6","4","0.74","1","8","0","0","2","0","110","11.8","","--","--"
"1571430269-7442","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Armstrong","1944-45","DET","C","50","15","24","39","","41","0.78","0","1","0","0","2","0","","--","","--","--"
"1571430269-6752","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Mahovlich","1958-59","TOR","L","63","22","27","49","","94","0.78","6","16","0","0","3","0","","--","","--","--"
"1571430269-11229","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Laforge","1958-59","DET","L","57","2","5","7","","18","0.12","0","0","0","0","0","0","","--","","--","--"
"1571430269-13357","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Claude Laforge","1964-65","DET","L","1","0","0","0","0","2","--","0","0","0","0","0","0","1","0.0","","--","--"
"1571430269-10276","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murph Chamberlain","1948-49","MTL","L","54","5","8","13","","111","0.24","0","0","0","0","1","0","","--","","--","--"
"1571430269-6837","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Davidson","1943-44","TOR","L","47","19","28","47","","21","1.00","3","6","0","0","2","0","","--","","--","--"
"1571430269-11817","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tom McCarthy","1957-58","DET","L","18","2","1","3","","4","0.17","0","0","0","0","0","0","","--","","--","--"
"1571430269-6263","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Hull","1962-63","CHI","L","65","31","31","62","0","27","0.95","8","16","0","0","7","0","305","10.2","","--","--"
"1571430269-12574","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rod Gilbert","1960-61","NYR","R","1","0","1","1","1","2","1.00","0","0","0","0","0","0","3","0.0","","--","--"
"1571430269-8044","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Max Bentley","1953-54","NYR","C","57","14","18","32","","15","0.56","9","23","0","1","2","0","","--","","--","--"
"1571430269-8591","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Ingarfield","1963-64","NYR","C","63","15","11","26","-17","26","0.41","0","2","0","0","2","0","144","10.4","","--","--"
"1571430269-9865","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Hamilton","1945-46","TOR","C","40","7","9","16","","12","0.40","0","0","1","1","1","0","","--","","--","--"
"1571430269-9218","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Glen Harmon","1943-44","MTL","D","43","5","16","21","","36","0.49","0","1","0","0","2","0","","--","","--","--"
"1571430269-7368","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Sullivan","1960-61","NYR","C","70","9","31","40","-5","64","0.57","3","10","0","2","1","0","151","6.0","","--","--"
"1571430269-6293","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Maurice Richard","1952-53","MTL","R","70","28","33","61","","112","0.87","7","17","0","0","1","0","","--","","--","--"
"1571430269-6191","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Vic Hadfield","1968-69","NYR","L","73","26","40","66","10","108","0.90","10","21","0","0","4","0","321","8.1","","--","--"
"1571430269-8385","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Quackenbush","1950-51","BOS","D","70","5","24","29","","12","0.41","0","8","0","1","1","0","","--","","--","--"
"1571430269-11250","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al Arbour","1957-58","DET","D","69","1","6","7","","104","0.10","0","0","0","0","0","0","","--","","--","--"
"1571430269-5995","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Herb Cain","1943-44","BOS","L","49","36","46","82","","4","1.67","2","6","1","2","3","0","","--","","--","--"
"1571430269-10642","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Mariucci","1946-47","CHI","D","52","2","9","11","","110","0.21","0","1","0","0","0","0","","--","","--","--"
"1571430269-7884","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","George Armstrong","1967-68","TOR","R","62","13","21","34","8","4","0.55","2","5","0","0","2","0","125","10.4","","--","--"
"1571430269-8663","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eric Nesterenko","1963-64","CHI","R","70","7","19","26","11","93","0.37","0","1","1","3","1","0","114","6.1","","--","--"
"1571430269-10596","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Mariucci","1945-46","CHI","D","50","3","8","11","","58","0.22","0","0","0","0","0","0","","--","","--","--"
"1571430269-13175","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","George Armstrong","1949-50","TOR","R","2","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-9740","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pentti Lund","1952-53","BOS","R","54","8","9","17","","2","0.31","0","2","0","0","1","0","","--","","--","--"
"1571430269-11102","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mike Laughton","1967-68","OAK","C","35","2","6","8","-17","38","0.23","2","3","0","0","0","0","53","3.8","","--","--"
"1571430269-11453","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Fern Gauthier","1948-49","DET","R","41","3","2","5","","0","0.12","0","0","1","2","1","0","","--","","--","--"
"1571430269-10075","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ray Timgren","1948-49","TOR","L","36","3","12","15","","9","0.42","0","2","0","0","0","0","","--","","--","--"
"1571430269-13030","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al Langlois","1957-58","MTL","D","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-10699","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John Harms","1944-45","CHI","R","43","5","5","10","","21","0.23","0","0","0","0","0","0","","--","","--","--"
"1571430269-8692","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Mosienko","1947-48","CHI","R","40","16","9","25","","0","0.63","2","3","0","0","1","0","","--","","--","--"
"1571430269-13761","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andre Champagne","1962-63","TOR","L","2","0","0","0","0","0","--","0","0","0","0","0","0","2","0.0","","--","--"
"1571430269-11048","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","John MacMillan","1960-61","TOR","R","31","3","5","8","0","8","0.26","1","1","0","0","1","0","34","8.8","","--","--"
"1571430269-13640","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Lanyon","1967-68","PIT","D","5","0","0","0","1","4","--","0","0","0","0","0","0","1","0.0","","--","--"
"1571430269-11274","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Plager","1968-69","STL","D","32","0","7","7","11","43","0.22","0","0","0","0","0","0","46","0.0","","--","--"
"1571430269-7177","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bep Guidolin","1943-44","BOS","L","47","17","25","42","","58","0.89","0","1","1","1","3","0","","--","","--","--"
"1571430269-6810","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Bucyk","1966-67","BOS","L","59","18","30","48","-5","12","0.81","4","10","1","1","1","0","150","12.0","","--","--"
"1571430269-12899","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean Gauthier","1966-67","MTL","D","2","0","0","0","-4","2","--","0","0","0","0","0","0","3","0.0","","--","--"
"1571430269-12019","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Harrison","1950-51","BOS, NYR","C","13","2","0","2","","2","0.15","1","1","0","0","1","0","","--","","--","--"
"1571430269-8712","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Stewart","1960-61","TOR","R","51","13","12","25","2","8","0.49","0","1","0","0","3","0","80","16.3","","--","--"
"1571430269-8788","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Babe Pratt","1945-46","TOR","D","41","5","20","25","","36","0.61","0","4","0","0","1","0","","--","","--","--"
"1571430269-8268","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Fillion","1943-44","MTL","L","41","7","23","30","","14","0.73","0","3","0","0","0","0","","--","","--","--"
"1571430269-6529","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Henri Richard","1956-57","MTL","C","63","18","36","54","","71","0.86","3","16","0","0","2","0","","--","","--","--"
"1571430269-13303","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Art Chisholm","1960-61","BOS","C","3","0","0","0","-2","0","--","0","0","0","0","0","0","5","0.0","","--","--"
"1571430269-10610","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Sullivan","1952-53","BOS","C","32","3","8","11","","8","0.34","1","1","0","0","1","0","","--","","--","--"
"1571430269-12110","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Wall","1965-66","DET","D","8","1","1","2","5","8","0.25","0","0","0","0","0","0","5","20.0","","--","--"
"1571430269-9159","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Dea","1957-58","DET, CHI","L","63","9","12","21","","10","0.33","0","1","0","0","2","0","","--","","--","--"
"1571430269-6161","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean Beliveau","1967-68","MTL","C","59","31","37","68","25","28","1.15","9","22","0","0","3","0","206","15.0","","--","--"
"1571430269-8881","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Reay","1950-51","MTL","C","60","6","18","24","","24","0.40","0","2","0","0","3","0","","--","","--","--"
"1571430269-8532","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eric Nesterenko","1962-63","CHI","R","67","12","15","27","-5","103","0.40","1","2","0","1","3","0","124","9.7","","--","--"
"1571430269-6685","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bernie Geoffrion","1957-58","MTL","R","42","27","23","50","","51","1.19","10","16","0","0","1","0","","--","","--","--"
"1571430269-13343","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Brent Imlach","1966-67","TOR","C","1","0","0","0","0","0","--","0","0","0","0","0","0","0","0.0","","--","--"
"1571430269-10762","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Terbenche","1967-68","CHI","D","68","3","7","10","-12","8","0.15","0","0","0","0","1","0","65","4.6","","--","--"
"1571430269-6892","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andy Hebenton","1959-60","NYR","R","70","19","27","46","-27","4","0.66","8","16","0","1","1","0","172","11.0","","--","--"
"1571430269-6241","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Delvecchio","1962-63","DET","C","70","20","44","64","16","8","0.91","4","21","0","0","4","0","274","7.3","","--","--"
"1571430269-8375","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marty Pavelich","1950-51","DET","L","67","9","20","29","","41","0.43","0","3","0","1","2","0","","--","","--","--"
"1571430269-12075","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rod Seiling","1966-67","NYR","D","12","1","1","2","1","6","0.17","0","0","0","0","0","0","16","6.3","","--","--"
"1571430269-8239","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Mosdell","1955-56","MTL","C","67","13","17","30","","48","0.45","2","4","1","1","1","0","","--","","--","--"
"1571430269-9789","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jim Morrison","1954-55","TOR","D","70","5","12","17","","84","0.24","0","3","1","1","1","0","","--","","--","--"
"1571430269-12793","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eric Nesterenko","1951-52","TOR","R","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-6299","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rod Gilbert","1964-65","NYR","R","70","25","36","61","-23","54","0.87","10","24","0","0","3","0","238","10.5","","--","--"
"1571430269-9653","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dunc McCallum","1968-69","PIT","D","62","5","13","18","-35","81","0.29","2","8","1","1","1","0","99","5.1","","--","--"
"1571430269-10839","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Vic Lynn","1952-53","CHI","L","29","0","10","10","","23","0.34","0","0","0","0","0","0","","--","","--","--"
"1571430269-12467","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Beckett","1963-64","BOS","C","7","0","1","1","-2","0","0.14","0","0","0","0","0","0","2","0.0","","--","--"
"1571430269-11842","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Hatoum","1968-69","DET","R","16","2","1","3","1","2","0.19","0","0","0","0","1","0","20","10.0","","--","--"
"1571430269-10785","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Hampson","1959-60","TOR","C","41","2","8","10","-4","15","0.24","0","1","0","0","1","0","30","6.7","","--","--"
"1571430269-11886","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Nakina Smith","1943-44","DET","C","10","1","2","3","","0","0.30","0","0","0","0","1","0","","--","","--","--"
"1571430269-12027","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Edward Leier","1950-51","CHI","C","11","2","0","2","","2","0.18","0","0","0","0","0","0","","--","","--","--"
"1571430269-6857","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mike McMahon, Jr.","1967-68","MNS","D","74","14","33","47","-14","71","0.64","4","22","0","0","1","0","151","9.3","","--","--"
"1571430269-10543","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jerry Toppazzini","1963-64","BOS","R","65","7","4","11","-10","15","0.17","1","1","1","1","1","0","102","6.9","","--","--"
"1571430269-6005","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gordie Howe","1953-54","DET","R","70","33","48","81","","109","1.16","15","33","0","0","8","0","","--","","--","--"
"1571430269-7361","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gord Labossiere","1967-68","LAK","C","68","13","27","40","3","31","0.59","1","3","0","0","3","0","153","8.5","","--","--"
"1571430269-12537","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pete Conacher","1951-52","CHI","L","2","0","1","1","","0","0.50","0","0","0","0","0","0","","--","","--","--"
"1571430269-12524","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Eddolls","1945-46","MTL","D","8","0","1","1","","6","0.13","0","0","0","0","0","0","","--","","--","--"
"1571430269-8123","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Donnie Marshall","1960-61","MTL","L","70","14","17","31","19","8","0.44","2","7","3","5","3","0","127","11.0","","--","--"
"1571430269-12607","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pat Hannigan","1968-69","PHI","L","7","0","1","1","-4","22","0.14","0","0","0","0","0","0","5","0.0","","--","--"
"1571430269-13120","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Val Delory","1948-49","NYR","L","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-13338","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill McDonagh","1949-50","NYR","L","4","0","0","0","","2","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-12819","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Donnie Marshall","1951-52","MTL","L","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-11137","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Fern Flaman","1953-54","TOR","D","62","0","8","8","","84","0.13","0","0","0","1","0","0","","--","","--","--"
"1571430269-10885","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Reardon","1945-46","MTL","D","43","5","4","9","","45","0.21","1","1","0","1","0","0","","--","","--","--"
"1571430269-13612","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Peirson","1946-47","BOS","R","5","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571430269-10987","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Solinger","1951-52","TOR","L","24","5","3","8","","4","0.33","1","2","1","1","0","0","","--","","--","--"
"1571430269-8181","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Fern Flaman","1956-57","BOS","D","68","6","25","31","","108","0.46","0","1","0","0","1","0","","--","","--","--"
"1571430269-10165","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack McGill","1946-47","BOS","C","25","5","9","14","","19","0.56","0","0","0","0","1","0","","--","","--","--"
"1571430269-10768","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Gadsby","1950-51","CHI","D","25","3","7","10","","32","0.40","1","3","0","0","0","0","","--","","--","--"
