web-scraper-order,web-scraper-start-url,name,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_per_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1571428408-2284","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Robinson","1938-39","CHI","R","48","9","6","15","","13","0.31","0","0","0","0","1","0","","--","","--","--"
"1571428408-3116","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Red Horner","1939-40","TOR","D","31","1","9","10","","87","0.32","1","1","0","0","0","0","","--","","--","--"
"1571428408-3280","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Polly Drouin","1935-36","MTL","L","30","1","8","9","","19","0.30","0","1","0","0","0","0","","--","","--","--"
"1571428408-3238","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mud Bruneteau","1937-38","DET","R","24","3","6","9","","16","0.38","0","0","0","0","0","0","","--","","--","--"
"1571428408-1502","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murph Chamberlain","1939-40","TOR","L","40","5","17","22","","63","0.55","2","3","0","0","1","0","","--","","--","--"
"1571428408-1447","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gus Marker","1936-37","MMR","R","48","10","12","22","","22","0.46","1","3","0","0","0","0","","--","","--","--"
"1571428408-2056","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Martin","1933-34","NYA","R","47","8","9","17","","30","0.36","0","1","0","0","0","0","","--","","--","--"
"1571428408-3863","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Lamb","1937-38","NYA, DET","R","39","4","1","5","","26","0.13","0","0","0","0","0","0","","--","","--","--"
"1571428408-32","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Buddy O'Connor","1942-43","MTL","C","50","15","43","58","","2","1.16","3","11","0","0","1","0","","--","","--","--"
"1571428408-2113","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eddie Shore","1937-38","BOS","D","48","3","14","17","","42","0.35","0","1","1","1","0","0","","--","","--","--"
"1571428408-5148","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Ingoldsby","1942-43","TOR","R","8","0","1","1","","0","0.13","0","0","0","0","0","0","","--","","--","--"
"1571428408-5486","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Chris Speyer","1933-34","NYA","D","9","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-2834","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hago Harrington","1925-26","BOS","L","26","7","4","11","","12","0.42","","","","","1","0","","--","","--","--"
"1571428408-3797","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sylvio Mantha","1935-36","MTL","D","42","2","4","6","","25","0.14","0","0","0","0","0","0","","--","","--","--"
"1571428408-1859","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Art Gagne","1926-27","MTL","R","44","14","4","18","","44","0.41","","","","","3","0","","--","","--","--"
"1571428408-1696","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Cooper","1941-42","CHI","D","47","6","14","20","","58","0.43","1","9","0","0","1","0","","--","","--","--"
"1571428408-2879","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Danny Cox","1931-32","DFL","L","47","5","6","11","","23","0.23","","","","","0","0","","--","","--","--"
"1571428408-2057","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Martin","1933-34","NYA","R","47","8","9","17","","30","0.36","0","1","0","0","0","0","","--","","--","--"
"1571428408-4851","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Portland","1934-35","MTL, BOS","D","20","1","0","1","","4","0.05","1","1","0","0","0","0","","--","","--","--"
"1571428408-3473","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","George Carey","1920-21","HAM","R","20","6","1","7","","8","0.35","","","","","0","0","","--","","--","--"
"1571428408-767","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Max Bentley","1941-42","CHI","C","39","13","17","30","","2","0.77","5","7","0","0","1","0","","--","","--","--"
"1571428408-2653","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Carson Cooper","1926-27","BOS, MTL","R","24","9","3","12","","18","0.50","","","","","2","0","","--","","--","--"
"1571428408-197","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Carl Liscombe","1942-43","DET","L","50","19","23","42","","19","0.84","2","9","0","0","3","0","","--","","--","--"
"1571428408-1271","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Armand Mondou","1934-35","MTL","L","46","9","15","24","","6","0.52","0","2","0","0","2","0","","--","","--","--"
"1571428408-1822","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Thompson","1929-30","NYR","L","44","7","12","19","","36","0.43","","","","","2","0","","--","","--","--"
"1571428408-4085","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eddie Shore","1936-37","BOS","D","20","3","1","4","","12","0.20","0","0","0","0","1","0","","--","","--","--"
"1571428408-4362","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bert McInenly","1934-35","BOS","L","33","2","1","3","","24","0.09","0","0","0","0","0","0","","--","","--","--"
"1571428408-4696","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gus Marker","1932-33","DET","R","13","1","1","2","","8","0.15","","","","","0","0","","--","","--","--"
"1571428408-645","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Joe Primeau","1932-33","TOR","C","48","11","21","32","","4","0.67","","","","","0","0","","--","","--","--"
"1571428408-5778","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lorne Duguid","1931-32","MMR","L","13","0","0","0","","6","--","","","","","0","0","","--","","--","--"
"1571428408-3780","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Art Smith","1930-31","SEN","D","43","2","4","6","","61","0.14","","","","","1","0","","--","","--","--"
"1571428408-2253","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Gorman","1924-25","SEN","D","28","11","4","15","","51","0.54","","","","","2","1","","--","","--","--"
"1571428408-418","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Nels Stewart","1937-38","NYA","C","48","19","17","36","","29","0.75","3","7","0","0","4","0","","--","","--","--"
"1571428408-1325","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bert McCaffrey","1925-26","TSP","R","36","14","9","23","","44","0.64","","","","","2","0","","--","","--","--"
"1571428408-1961","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Armand Mondou","1931-32","MTL","L","47","6","12","18","","22","0.38","","","","","1","0","","--","","--","--"
"1571428408-1883","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Punch Broadbent","1925-26","MMR","R","36","12","6","18","","116","0.50","","","","","2","0","","--","","--","--"
"1571428408-4159","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Nick Metz","1934-35","TOR","L","18","2","2","4","","4","0.22","0","0","0","0","1","0","","--","","--","--"
"1571428408-1654","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harry Meeking","1917-18","TAN","L","21","11","9","20","","28","0.95","","","","","1","0","","--","","--","--"
"1571428408-3605","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Norm Locking","1934-35","CHI","L","35","2","5","7","","19","0.20","0","1","0","0","1","0","","--","","--","--"
"1571428408-3837","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Portland","1937-38","BOS","D","48","0","6","6","","26","0.13","0","1","0","2","0","0","","--","","--","--"
"1571428408-211","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Cy Denneny","1924-25","SEN","L","29","27","14","41","","16","1.41","","","","","5","2","","--","","--","--"
"1571428408-814","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Woody Dumart","1941-42","BOS","L","35","14","15","29","","8","0.83","0","1","0","0","0","0","","--","","--","--"
"1571428408-5232","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Raymond","1932-33","MTL","R","16","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-2023","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harold Darragh","1925-26","PIR","L","35","10","7","17","","2","0.49","","","","","4","2","","--","","--","--"
"1571428408-4396","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Art Somers","1933-34","NYR","C","8","1","2","3","","5","0.38","0","0","0","0","0","0","","--","","--","--"
"1571428408-4250","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Walt Buswell","1936-37","MTL","D","44","0","4","4","","30","0.09","0","2","0","0","0","0","","--","","--","--"
"1571428408-2214","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Herbie Lewis","1938-39","DET","L","42","6","10","16","","8","0.38","3","6","0","0","2","0","","--","","--","--"
"1571428408-4600","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","George Massecar","1931-32","NYA","L","14","1","1","2","","10","0.14","","","","","0","0","","--","","--","--"
"1571428408-1413","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Sheppard","1926-27","DCG","L","43","14","8","22","","60","0.51","","","","","0","0","","--","","--","--"
"1571428408-527","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Aurie","1935-36","DET","R","44","16","18","34","","17","0.77","4","11","0","0","3","0","","--","","--","--"
"1571428408-3340","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leo Bourgeault","1933-34","MTL","D","48","5","3","8","","10","0.17","1","1","0","0","2","0","","--","","--","--"
"1571428408-1069","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ray Getliffe","1941-42","MTL","C","47","11","15","26","","55","0.55","1","3","0","0","0","0","","--","","--","--"
"1571428408-4784","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Stew Adams","1932-33","TOR","L","8","0","2","2","","0","0.25","","","","","0","0","","--","","--","--"
"1571428408-3754","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bucko McDonald","1938-39","DET, TOR","D","47","3","3","6","","22","0.13","0","0","0","0","2","0","","--","","--","--"
"1571428408-4736","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean Pusie","1933-34","NYR","D","19","0","2","2","","17","0.11","0","2","0","0","0","0","","--","","--","--"
"1571428408-5307","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ganton Scott","1923-24","TSP, HAM","R","12","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-899","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wildor Larochelle","1934-35","MTL","R","48","9","19","28","","12","0.58","0","3","0","0","0","0","","--","","--","--"
"1571428408-5499","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Milt Halliday","1927-28","SEN","L","13","0","0","0","","2","--","","","","","0","0","","--","","--","--"
"1571428408-3888","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Punch Broadbent","1927-28","SEN","R","43","3","2","5","","62","0.12","","","","","1","0","","--","","--","--"
