web-scraper-order,web-scraper-start-url,name,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_per_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1571428408-4977","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Connie Brown","1938-39","DET","C","2","1","0","1","","0","0.50","0","0","0","0","1","0","","--","","--","--"
"1571428408-876","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Robinson","1933-34","MMR","R","47","12","16","28","","14","0.60","1","4","0","1","2","2","","--","","--","--"
"1571428408-4808","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Milt Halliday","1926-27","SEN","L","38","1","0","1","","2","0.03","","","","","0","0","","--","","--","--"
"1571428408-3354","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Clarence MacKenzie","1932-33","CHI","R","36","4","4","8","","13","0.22","","","","","1","0","","--","","--","--"
"1571428408-994","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Syd Howe","1937-38","DET","C","48","8","19","27","","14","0.56","0","0","0","0","0","0","","--","","--","--"
"1571428408-985","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Flash Hollett","1939-40","BOS","D","44","10","17","27","","18","0.61","1","3","0","0","1","1","","--","","--","--"
"1571428408-237","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Syl Apps","1942-43","TOR","C","29","23","17","40","","2","1.38","5","6","1","1","5","0","","--","","--","--"
"1571428408-4293","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harold Starr","1930-31","SEN","D","35","2","1","3","","48","0.09","","","","","0","0","","--","","--","--"
"1571428408-1649","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Danny Cox","1928-29","TOR","L","42","12","8","20","","14","0.48","","","","","2","0","","--","","--","--"
"1571428408-5496","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Cliff Thompson","1941-42","BOS","D","6","0","0","0","","2","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-5346","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Adams","1917-18","TAN","C","8","0","0","0","","31","--","","","","","0","0","","--","","--","--"
"1571428408-2481","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wally Kilrea","1935-36","DET","R","44","4","10","14","","10","0.32","0","0","0","0","0","0","","--","","--","--"
"1571428408-1670","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dave Trottier","1935-36","MMR","L","46","10","10","20","","25","0.43","2","3","0","0","3","0","","--","","--","--"
"1571428408-947","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Syd Howe","1936-37","DET","C","45","17","10","27","","10","0.60","0","0","0","0","1","0","","--","","--","--"
"1571428408-5348","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Skene Ronan","1918-19","SEN","D","11","0","0","0","","6","--","","","","","0","0","","--","","--","--"
"1571428408-5792","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Davie","1935-36","BOS","D","2","0","0","0","","2","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-200","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sid Abel","1942-43","DET","C","49","18","24","42","","33","0.86","3","11","0","0","2","0","","--","","--","--"
"1571428408-5855","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dutch Gainor","1932-33","SEN","C","2","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-4243","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Vern Ayres","1935-36","NYR","D","28","0","4","4","","38","0.14","0","1","0","0","0","0","","--","","--","--"
"1571428408-2603","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pat Egan","1940-41","NYA","D","39","4","9","13","","61","0.33","1","4","1","2","0","0","","--","","--","--"
"1571428408-765","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Syl Apps","1939-40","TOR","C","27","13","17","30","","5","1.11","1","5","0","0","2","0","","--","","--","--"
"1571428408-4046","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Leo Reise Sr.","1928-29","NYA","D","44","4","0","4","","34","0.09","","","","","1","0","","--","","--","--"
"1571428408-1072","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Boucher","1928-29","NYR","C","44","10","16","26","","8","0.59","","","","","3","0","","--","","--","--"
"1571428408-412","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Gagnon","1936-37","MTL","R","48","20","16","36","","38","0.75","3","7","1","1","6","4","","--","","--","--"
"1571428408-1045","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Nighbor","1925-26","SEN","C","35","12","14","26","","40","0.74","","","","","4","0","","--","","--","--"
"1571428408-953","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wildor Larochelle","1933-34","MTL","R","48","16","11","27","","27","0.56","3","5","2","2","3","1","","--","","--","--"
"1571428408-4513","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Stan Brown","1927-28","DCG","D","26","2","0","2","","4","0.08","","","","","0","0","","--","","--","--"
"1571428408-2924","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lorne Duguid","1932-33","MMR","L","48","4","7","11","","38","0.23","","","","","0","0","","--","","--","--"
"1571428408-1438","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Gottselig","1932-33","CHI","L","41","11","11","22","","6","0.54","","","","","2","0","","--","","--","--"
"1571428408-4502","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Norm Mann","1940-41","TOR","R","15","0","3","3","","2","0.20","0","0","0","0","0","0","","--","","--","--"
"1571428408-5436","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Davie","1933-34","BOS","D","9","0","0","0","","6","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-3900","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Summerhill","1939-40","MTL","R","13","3","2","5","","24","0.38","0","1","0","0","0","0","","--","","--","--"
"1571428408-3878","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harvey Rockburn","1929-30","DCG","D","36","4","1","5","","101","0.14","","","","","1","0","","--","","--","--"
"1571428408-5525","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jimmy Orlando","1937-38","DET","D","6","0","0","0","","4","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-3848","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Baldy Cotton","1926-27","PIR","L","37","5","0","5","","23","0.14","","","","","0","0","","--","","--","--"
"1571428408-1612","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bucko McDonald","1941-42","TOR","D","48","2","19","21","","24","0.44","0","4","0","0","0","0","","--","","--","--"
"1571428408-4812","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rod Lorrain","1941-42","MTL","R","4","1","0","1","","0","0.25","0","0","0","0","0","0","","--","","--","--"
"1571428408-1647","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Larry Aurie","1931-32","DFL","R","48","12","8","20","","22","0.42","","","","","3","1","","--","","--","--"
"1571428408-5813","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Runge","1934-35","MTL","C","3","0","0","0","","2","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-5845","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dave Ritchie","1924-25","MTL","D","5","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-5240","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Oscar Hanson","1937-38","CHI","C","8","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-2525","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sylvio Mantha","1928-29","MTL","D","44","9","4","13","","58","0.30","","","","","4","0","","--","","--","--"
"1571428408-250","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eddie Wiseman","1940-41","BOS","R","48","16","24","40","","10","0.83","0","2","1","1","3","1","","--","","--","--"
"1571428408-4070","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Clarence Abel","1928-29","NYR","D","44","3","1","4","","45","0.09","","","","","1","0","","--","","--","--"
"1571428408-1077","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Glenn Brydson","1935-36","NYR, CHI","R","51","10","16","26","","39","0.51","0","7","0","0","2","1","","--","","--","--"
"1571428408-2022","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harold Darragh","1925-26","PIR","L","35","10","7","17","","2","0.49","","","","","4","2","","--","","--","--"
"1571428408-3904","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Graham","1933-34","MMR, DET","D","47","3","2","5","","34","0.11","0","0","0","0","1","0","","--","","--","--"
"1571428408-1698","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hap Day","1932-33","TOR","D","47","6","14","20","","46","0.43","","","","","3","0","","--","","--","--"
"1571428408-4682","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Miller","1927-28","CHI","L","22","1","1","2","","34","0.09","","","","","0","0","","--","","--","--"
"1571428408-2138","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Burch","1928-29","NYA","C","44","11","5","16","","47","0.36","","","","","4","0","","--","","--","--"
"1571428408-3930","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Chuck Dinsmore","1925-26","MMR","C","33","3","2","5","","18","0.15","","","","","1","0","","--","","--","--"
"1571428408-2458","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Alex Smith","1931-32","DFL","D","48","6","8","14","","49","0.29","","","","","0","0","","--","","--","--"
"1571428408-1297","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Charlie Sands","1936-37","BOS","C","47","18","5","23","","6","0.49","0","0","0","1","1","0","","--","","--","--"
"1571428408-1983","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ott Heller","1940-41","NYR","D","48","2","16","18","","42","0.38","1","1","0","1","0","0","","--","","--","--"
"1571428408-4429","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Robinson","1929-30","MMR","R","31","1","2","3","","10","0.10","","","","","0","0","","--","","--","--"
"1571428408-2107","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gord Pettinger","1933-34","DET","C","48","3","14","17","","14","0.35","0","3","0","0","1","1","","--","","--","--"
"1571428408-3194","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Campbell","1923-24","SEN","D","18","5","4","9","","10","0.50","","","","","1","0","","--","","--","--"
"1571428408-4187","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marty Burke","1936-37","CHI","D","43","1","3","4","","28","0.09","0","0","0","0","0","0","","--","","--","--"
"1571428408-441","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Boucher","1931-32","NYR","C","48","12","24","36","","14","0.75","","","","","2","0","","--","","--","--"
"1571428408-17","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lynn Patrick","1942-43","NYR","C","50","22","39","61","","28","1.22","4","13","1","1","1","1","","--","","--","--"
"1571428408-5425","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ollie Reinikka","1926-27","NYR","C","16","0","0","0","","0","--","","","","","0","0","","--","","--","--"
"1571428408-3100","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Haynes","1939-40","MTL","C","23","2","8","10","","8","0.43","0","1","0","0","1","0","","--","","--","--"
"1571428408-2665","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","George Boucher","1925-26","SEN","D","36","8","4","12","","66","0.33","","","","","2","0","","--","","--","--"
"1571428408-2174","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Charlie Sands","1933-34","TOR","C","45","8","8","16","","2","0.36","1","2","0","0","1","0","","--","","--","--"
"1571428408-4406","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Fredrickson","1930-31","DFL","C","24","1","2","3","","6","0.13","","","","","1","0","","--","","--","--"
"1571428408-5521","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jack Howard","1936-37","TOR","D","2","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-5726","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sammy McManus","1936-37","BOS","L","1","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-329","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Neil Colville","1938-39","NYR","C","48","18","20","38","","12","0.79","1","4","1","1","4","0","","--","","--","--"
"1571428408-610","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Aurel Joliat","1929-30","MTL","L","42","19","13","32","","40","0.76","","","","","2","0","","--","","--","--"
"1571428408-2593","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sprague Cleghorn","1920-21","SEN, TSP","D","16","5","8","13","","40","0.81","","","","","1","0","","--","","--","--"
"1571428408-5068","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Cameron","1923-24","MTL","R","18","0","1","1","","4","0.06","","","","","0","0","","--","","--","--"
"1571428408-4753","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Virgil Johnson","1937-38","CHI","D","25","0","2","2","","2","0.08","0","1","0","0","0","0","","--","","--","--"
"1571428408-2545","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Frank Nighbor","1927-28","SEN","C","42","8","5","13","","48","0.31","","","","","1","0","","--","","--","--"
"1571428408-1687","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Polly Drouin","1937-38","MTL","L","31","7","13","20","","8","0.65","2","2","0","0","1","0","","--","","--","--"
"1571428408-658","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Mush March","1941-42","CHI","R","48","6","26","32","","22","0.67","1","10","0","1","2","1","","--","","--","--"
"1571428408-1002","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Cowley","1941-42","BOS","C","28","4","23","27","","6","0.96","0","3","0","0","0","0","","--","","--","--"
"1571428408-1066","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sweeney Schriner","1939-40","TOR","L","39","11","15","26","","10","0.67","1","2","0","0","3","1","","--","","--","--"
"1571428408-2118","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pit Lepine","1926-27","MTL","C","44","16","0","16","","18","0.36","","","","","9","3","","--","","--","--"
"1571428408-3776","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Vern Ayres","1931-32","NYA","D","45","2","4","6","","82","0.13","","","","","0","0","","--","","--","--"
"1571428408-4518","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Art Lesieur","1930-31","MTL","D","21","2","0","2","","16","0.10","","","","","0","0","","--","","--","--"
"1571428408-1099","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Davidson","1941-42","TOR","L","37","6","20","26","","39","0.70","0","6","1","1","3","0","","--","","--","--"
"1571428408-2280","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Babe Siebert","1938-39","MTL","L","44","9","6","15","","36","0.34","3","5","0","0","0","0","","--","","--","--"
"1571428408-5150","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Harvey Rockburn","1932-33","SEN","D","16","0","1","1","","39","0.06","","","","","0","0","","--","","--","--"
"1571428408-4924","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean Pusie","1934-35","BOS","D","8","1","0","1","","0","0.13","0","0","0","0","1","0","","--","","--","--"
"1571428408-3661","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wally Kilrea","1929-30","SEN","R","38","4","2","6","","4","0.16","","","","","0","0","","--","","--","--"
"1571428408-173","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Bauer","1939-40","BOS","R","48","17","26","43","","4","0.90","0","0","0","0","2","1","","--","","--","--"
"1571428408-5263","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Young","1940-41","MTL","D","3","0","0","0","","4","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-3343","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Stuart","1924-25","TSP, BOS","D","29","5","3","8","","32","0.28","","","","","1","1","","--","","--","--"
"1571428408-1067","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Sweeney Schriner","1939-40","TOR","L","39","11","15","26","","10","0.67","1","2","0","0","3","1","","--","","--","--"
"1571428408-3684","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Gord Fraser","1927-28","CHI, DCG","D","41","4","2","6","","58","0.15","","","","","3","0","","--","","--","--"
"1571428408-3495","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Herb Drury","1926-27","PIR","D","42","5","2","7","","54","0.17","","","","","0","0","","--","","--","--"
"1571428408-219","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Hooley Smith","1932-33","MMR","C","48","20","21","41","","66","0.85","","","","","7","0","","--","","--","--"
"1571428408-3062","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Danny Cox","1929-30","TOR, SEN","L","42","4","6","10","","20","0.24","","","","","3","0","","--","","--","--"
"1571428408-164","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Newsy Lalonde","1920-21","MTL","C","24","33","10","43","","36","1.79","","","","","6","0","","--","","--","--"
"1571428408-5793","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Adie Lafrance","1933-34","MTL","L","3","0","0","0","","2","--","0","0","0","0","0","0","","--","","--","--"
"1571428408-4755","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ted Graham","1934-35","DET, SLE","D","37","0","2","2","","28","0.05","0","0","0","0","0","0","","--","","--","--"
"1571428408-4290","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bert McCaffrey","1930-31","MTL","R","22","2","1","3","","10","0.14","","","","","1","0","","--","","--","--"
"1571428408-1370","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Lionel Conacher","1933-34","CHI","D","48","9","14","23","","87","0.48","2","6","0","0","3","0","","--","","--","--"
"1571428408-4003","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ken Doraty","1934-35","TOR","R","11","1","4","5","","0","0.45","0","3","0","0","0","0","","--","","--","--"
"1571428408-1054","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Buzz Boll","1940-41","NYA","L","47","12","14","26","","16","0.55","3","4","0","0","0","0","","--","","--","--"
"1571428408-756","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19171918&seasonTo=19421943&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ebbie Goodfellow","1931-32","DFL","C","48","14","16","30","","56","0.63","","","","","3","1","","--","","--","--"
