web-scraper-order,web-scraper-start-url,team,season,games_played,wins,losses,ties,overtime,points,row,p_perc,goals_for,goals_against,shoot_out_wins,goalsf_per_gp,goalsa_per_gp,powerplay_perc,penalty_kill_perc,shots_per_gp,shots_against_per_gp,fow_perc
"1571322799-709","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1970-71","78","37","33","8","","82","0",".526","248","211","0","3.18","2.71","--","--","32.8","33.0","--"
"1571322799-1359","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1955-56","70","19","39","12","","50","0",".357","155","216","0","2.21","3.09","--","--","27.0","31.0","--"
"1571322799-1266","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","2006-07","82","22","48","0","12","56","21",".341","213","297","1","2.60","3.62","14.1","84.5","28.8","32.6","47.1"
"1571322799-434","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","2008-09","82","41","30","0","11","93","34",".567","242","240","7","2.95","2.93","19.3","82.4","30.0","31.7","50.9"
"1571322799-1339","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","California Golden Seals","1974-75","80","19","48","13","","51","0",".319","212","316","0","2.65","3.95","--","--","26.9","33.8","--"
"1571322799-84","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","2016-17","82","50","23","0","9","109","46",".665","240","212","4","2.93","2.59","18.0","77.7","30.6","31.4","47.5"
"1571322799-931","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","1995-96","82","33","42","7","","73","0",".445","247","262","0","3.01","3.20","15.9","83.9","28.5","35.5","0.0"
"1571322799-521","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Dallas Stars","2001-02","82","36","28","13","5","90","0",".549","215","213","0","2.62","2.60","17.1","81.5","28.5","26.0","52.8"
"1571322799-902","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Calgary Flames","1981-82","80","29","34","17","","75","0",".469","334","345","0","4.17","4.31","26.6","77.8","29.4","33.4","--"
"1571322799-500","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Atlanta Thrashers","2005-06","82","41","33","0","8","90","36",".549","276","270","5","3.37","3.29","18.9","79.2","30.8","30.3","50.1"
"1571322799-1345","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montreal Maroons","1932-33","48","22","20","6","","50","0",".521","135","119","0","2.81","2.48","--","--","--","--","--"
"1571322799-155","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1973-74","78","41","14","23","","105","0",".673","272","164","0","3.49","2.10","--","--","27.4","28.8","--"
"1571322799-388","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Colorado Avalanche","1997-98","82","39","26","17","","95","0",".579","231","205","0","2.82","2.50","17.4","87.0","27.9","29.5","47.9"
"1571322799-1320","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1928-29","44","21","13","10","","52","0",".591","72","65","0","1.64","1.48","--","--","--","--","--"
"1571322799-772","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Anaheim Ducks","2011-12","82","34","36","0","12","80","31",".488","201","224","3","2.45","2.73","16.6","82.0","27.9","28.9","47.4"
"1571322799-570","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","2000-01","82","36","30","8","8","88","0",".537","227","249","0","2.77","3.04","16.4","82.8","28.8","26.7","49.2"
"1571322799-1237","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Washington Capitals","2012-13","48","27","18","0","3","57","24",".594","146","130","3","3.04","2.71","26.8","77.9","28.1","32.3","50.8"
"1571322799-953","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","1970-71","78","28","33","17","","73","0",".468","207","225","0","2.65","2.88","--","--","31.1","31.8","--"
"1571322799-547","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Nashville Predators","2008-09","82","40","34","0","8","88","34",".537","207","228","6","2.52","2.78","15.7","82.5","29.0","29.4","52.2"
"1571322799-1446","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1926-27","44","19","22","3","","41","0",".466","115","116","0","2.61","2.64","--","--","--","--","--"
"1571322799-601","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1979-80","80","34","27","19","","87","0",".544","241","250","0","3.01","3.13","23.6","80.8","30.2","31.1","--"
"1571322799-936","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1958-59","70","32","29","9","","73","0",".521","205","215","0","2.93","3.07","--","--","--","--","--"
"1571322799-1343","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1935-36","48","22","20","6","","50","0",".521","92","83","0","1.92","1.73","--","--","--","--","--"
"1571322799-700","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Anaheim Ducks","1999-00","82","34","33","12","3","83","0",".506","217","227","0","2.65","2.77","16.6","79.0","28.7","27.5","49.1"
"1571322799-508","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","2007-08","82","39","31","0","12","90","35",".549","251","233","4","3.06","2.84","18.0","83.2","30.2","28.4","48.6"
"1571322799-838","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","2011-12","82","31","35","0","16","78","26",".476","207","214","5","2.52","2.61","14.3","88.6","28.5","29.7","48.3"
"1571322799-1400","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1965-66","70","18","41","11","","47","0",".336","195","261","0","2.79","3.73","--","--","30.9","32.6","--"
"1571322799-635","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Florida Panthers","2005-06","82","37","34","0","11","85","33",".518","236","252","4","2.88","3.07","15.3","82.3","33.2","34.8","50.7"
"1571322799-1299","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","1984-85","80","24","51","5","","53","0",".331","276","385","0","3.45","4.81","17.3","76.0","28.1","37.0","--"
"1571322799-977","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","2002-03","82","27","37","10","8","72","0",".439","190","219","0","2.32","2.67","14.4","85.4","28.6","28.0","50.1"
"1571322799-190","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","1995-96","82","45","24","13","","103","0",".628","282","208","0","3.44","2.54","19.7","85.8","30.9","25.9","0.0"
"1571322799-1573","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","2019-20","7","5","2","0","0","10","5",".714","28","18","0","4.00","2.57","23.1","82.3","33.0","30.7","52.6"
"1571322799-834","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","2002-03","82","32","36","10","4","78","0",".476","210","231","0","2.56","2.82","16.2","81.2","30.1","29.6","53.3"
"1571322799-1236","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1994-95","48","27","18","3","","57","0",".594","150","127","0","3.13","2.65","21.8","86.9","34.4","24.3","0.0"
"1571322799-506","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1960-61","70","39","19","12","","90","0",".643","234","176","0","3.34","2.51","--","--","31.7","32.2","--"
"1571322799-253","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","2015-16","82","45","27","0","10","100","40",".610","227","211","5","2.77","2.57","18.3","84.5","29.4","30.4","50.1"
"1571322799-815","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1986-87","80","34","36","10","","78","0",".488","260","274","0","3.25","3.42","20.5","78.6","27.2","28.8","--"
"1571322799-95","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Tampa Bay Lightning","2014-15","82","50","24","0","8","108","47",".659","259","206","3","3.16","2.51","18.8","83.7","29.6","27.9","49.7"
"1571322799-1245","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1937-38","48","24","15","9","","57","0",".594","151","127","0","3.15","2.65","--","--","--","--","--"
"1571322799-1457","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Tampa Bay Lightning","2012-13","48","18","26","0","4","40","17",".417","147","147","1","3.06","3.06","19.0","80.6","27.6","30.2","51.1"
"1571322799-1519","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto St. Patricks","1920-21","24","15","9","0","","30","0",".625","105","100","0","4.38","4.17","--","--","--","--","--"
"1571322799-89","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Edmonton Oilers","1984-85","80","49","20","11","","109","0",".681","401","298","0","5.01","3.73","25.7","78.3","32.4","32.9","--"
"1571322799-840","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Quebec Nordiques","1980-81","80","30","32","18","","78","0",".488","314","318","0","3.92","3.98","23.8","76.3","28.6","30.3","--"
"1571322799-855","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1957-58","70","32","25","13","","77","0",".550","195","188","0","2.79","2.69","--","--","28.3","32.7","--"
"1571322799-1248","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Colorado Rockies","1980-81","80","22","45","13","","57","0",".356","258","344","0","3.23","4.30","21.1","75.3","29.6","29.3","--"
"1571322799-1213","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","2003-04","82","20","43","11","8","59","0",".360","188","259","0","2.29","3.16","15.8","83.5","29.3","30.7","49.4"
"1571322799-203","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","2011-12","82","48","28","0","6","102","36",".622","216","205","12","2.63","2.50","17.2","89.6","27.5","26.8","47.1"
"1571322799-297","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","1989-90","80","45","27","8","","98","0",".613","286","248","0","3.58","3.10","22.1","83.5","30.2","31.6","0.0"
"1571322799-1434","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1951-52","70","17","44","9","","43","0",".307","158","241","0","2.26","3.44","--","--","--","--","--"
"1571322799-865","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","2006-07","82","35","41","0","6","76","26",".463","210","285","9","2.56","3.48","17.2","81.7","28.9","33.5","48.3"
"1571322799-683","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Carolina Hurricanes","2017-18","82","36","35","0","11","83","33",".506","225","253","3","2.74","3.09","18.4","77.5","33.9","28.9","54.1"
"1571322799-1301","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1945-46","50","23","20","7","","53","0",".530","200","178","0","4.00","3.56","--","--","--","--","--"
"1571322799-1308","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1930-31","44","22","13","9","","53","0",".602","118","99","0","2.68","2.25","--","--","--","--","--"
"1571322799-405","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Nashville Predators","2016-17","82","41","29","0","12","94","39",".573","238","220","2","2.90","2.68","18.9","80.9","31.2","30.1","51.4"
"1571322799-333","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Phoenix Coyotes","2011-12","82","42","27","0","13","97","36",".591","210","194","6","2.56","2.37","13.5","85.5","29.6","31.6","50.1"
"1571322799-356","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1993-94","84","41","29","14","","96","0",".571","283","248","0","3.37","2.95","20.1","82.6","31.2","30.2","0.0"
"1571322799-1111","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Atlanta Flames","1972-73","78","25","38","15","","65","0",".417","191","239","0","2.45","3.06","--","--","27.1","31.8","--"
"1571322799-1230","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","2003-04","82","23","47","8","4","58","0",".354","190","303","0","2.32","3.70","18.1","77.2","24.7","33.2","47.2"
"1571322799-465","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Calgary Flames","1980-81","80","39","27","14","","92","0",".575","329","298","0","4.11","3.73","27.1","80.5","27.1","33.2","--"
