web-scraper-order,web-scraper-start-url,team,season,games_played,wins,losses,ties,overtime,points,row,p_perc,goals_for,goals_against,shoot_out_wins,goalsf_per_gp,goalsa_per_gp,powerplay_perc,penalty_kill_perc,shots_per_gp,shots_against_per_gp,fow_perc
"1571322799-348","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Vancouver Canucks","1991-92","80","42","26","12","","96","0",".600","285","250","0","3.56","3.13","19.4","80.1","33.4","28.7","0.0"
"1571322799-324","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New Jersey Devils","2017-18","82","44","29","0","9","97","39",".591","243","240","5","2.96","2.93","21.4","81.8","31.7","31.9","47.0"
"1571322799-15","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1971-72","78","54","13","11","","119","0",".763","330","204","0","4.23","2.62","--","--","33.8","29.1","--"
"1571322799-462","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","1996-97","82","40","30","12","","92","0",".561","237","208","0","2.89","2.54","13.2","83.8","25.5","33.3","0.0"
"1571322799-1222","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1932-33","48","25","15","8","","58","0",".604","124","88","0","2.58","1.83","--","--","--","--","--"
"1571322799-12","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Edmonton Oilers","1983-84","80","57","18","5","","119","0",".744","446","314","0","5.58","3.92","25.5","79.7","32.6","33.0","--"
"1571322799-1004","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Arizona Coyotes","2017-18","82","29","41","0","12","70","27",".427","206","251","2","2.51","3.06","16.9","79.5","29.9","32.2","47.7"
"1571322799-34","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Dallas Stars","1998-99","82","51","19","12","","114","0",".695","236","168","0","2.88","2.05","18.8","86.5","27.6","24.0","53.2"
"1571322799-309","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Florida Panthers","1999-00","82","43","27","6","6","98","0",".598","244","209","0","2.98","2.55","17.2","85.4","26.8","29.6","46.2"
"1571322799-133","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1992-93","84","47","25","12","","106","0",".631","279","230","0","3.32","2.74","18.4","83.5","32.2","27.3","0.0"
"1571322799-1415","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1934-35","48","19","22","7","","45","0",".469","127","114","0","2.65","2.38","--","--","--","--","--"
"1571322799-811","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Washington Capitals","1989-90","80","36","38","6","","78","0",".488","284","275","0","3.55","3.44","17.0","80.8","30.3","29.1","0.0"
"1571322799-676","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1943-44","50","38","5","7","","83","0",".830","234","109","0","4.68","2.18","--","--","--","--","--"
"1571322799-1430","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1932-33","48","16","20","12","","44","0",".458","88","101","0","1.83","2.10","--","--","--","--","--"
"1571322799-111","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","2015-16","82","49","24","0","9","107","44",".652","219","197","5","2.67","2.40","21.5","85.1","30.2","29.7","51.3"
"1571322799-18","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Colorado Avalanche","2000-01","82","52","16","10","4","118","0",".720","270","192","0","3.29","2.34","22.0","82.7","29.2","25.1","51.3"
"1571322799-1167","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","1994-95","48","28","15","5","","61","0",".635","178","135","0","3.71","2.81","16.4","80.3","29.4","28.3","0.0"
"1571322799-843","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Calgary Flames","2013-14","82","35","40","0","7","77","28",".470","202","238","7","2.46","2.90","15.7","81.7","26.8","28.6","46.2"
"1571322799-1099","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Quebec Nordiques","1994-95","48","30","13","5","","65","0",".677","185","134","0","3.85","2.79","24.2","81.3","30.2","30.3","0.0"
"1571322799-662","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Winnipeg Jets","2011-12","82","37","35","0","10","84","33",".512","221","242","4","2.70","2.95","17.9","80.1","30.1","30.1","49.0"
"1571322799-851","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Winnipeg Jets (1979)","1987-88","80","33","36","11","","77","0",".481","292","310","0","3.65","3.88","25.5","78.8","31.4","29.8","0.0"
"1571322799-387","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","San Jose Sharks","2000-01","82","40","27","12","3","95","0",".579","217","192","0","2.65","2.34","14.0","86.2","27.6","26.5","48.3"
"1571322799-1006","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Islanders","1996-97","82","29","41","12","","70","0",".427","240","250","0","2.93","3.05","13.9","83.4","26.7","30.3","0.0"
"1571322799-997","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Minnesota North Stars","1991-92","80","32","42","6","","70","0",".438","246","278","0","3.08","3.48","17.0","81.5","30.7","28.6","0.0"
"1571322799-1116","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Ottawa Senators","2018-19","82","29","47","0","6","64","29",".390","242","301","0","2.95","3.67","20.3","79.2","29.6","35.7","49.6"
"1571322799-917","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1965-66","70","31","27","12","","74","0",".529","221","194","0","3.16","2.77","--","--","32.4","28.8","--"
"1571322799-215","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Ottawa Senators","2003-04","82","43","23","10","6","102","0",".622","262","189","0","3.20","2.30","21.6","83.6","29.5","24.9","47.0"
"1571322799-857","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Los Angeles Kings","1977-78","80","31","34","15","","77","0",".481","243","245","0","3.04","3.06","19.4","80.0","31.5","26.9","--"
"1571322799-1065","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1975-76","80","29","42","9","","67","0",".419","262","333","0","3.27","4.16","--","--","33.0","32.2","--"
"1571322799-698","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Los Angeles Kings","1976-77","80","34","31","15","","83","0",".519","271","241","0","3.39","3.01","--","--","30.6","28.5","--"
"1571322799-686","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","1992-93","84","36","37","11","","83","0",".494","319","319","0","3.80","3.80","18.0","77.4","29.8","31.8","0.0"
"1571322799-1052","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1982-83","80","28","40","12","","68","0",".425","293","330","0","3.66","4.13","22.5","75.0","28.4","31.8","--"
"1571322799-960","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","1989-90","80","32","40","8","","72","0",".450","318","359","0","3.98","4.49","21.3","74.7","29.0","33.5","0.0"
"1571322799-1346","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","New York Rangers","1934-35","48","22","20","6","","50","0",".521","137","139","0","2.85","2.90","--","--","--","--","--"
"1571322799-745","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","2006-07","82","34","35","0","13","81","28",".494","208","248","6","2.54","3.02","12.1","80.0","26.9","28.9","51.1"
"1571322799-1021","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1983-84","80","31","42","7","","69","0",".431","298","323","0","3.73","4.04","22.2","75.2","29.1","28.9","--"
"1571322799-1569","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","2019-20","7","5","1","0","1","11","4",".786","26","18","1","3.71","2.57","35.7","76.2","31.6","31.3","47.6"
"1571322799-1578","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Vegas Golden Knights","2019-20","7","4","3","0","0","8","4",".571","26","19","0","3.71","2.71","29.2","92.6","33.9","33.3","47.7"
"1571322799-1557","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Ottawa Senators (1917)","1917-18","22","9","13","0","","18","0",".409","102","114","0","4.64","5.18","--","--","--","--","--"
"1571322799-1025","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","1987-88","80","30","41","9","","69","0",".431","284","328","0","3.55","4.10","23.0","80.2","29.3","35.7","0.0"
"1571322799-288","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Calgary Flames","1989-90","80","42","23","15","","99","0",".619","348","265","0","4.35","3.31","27.7","79.2","34.4","25.3","0.0"
"1571322799-1538","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1917-18","22","13","9","0","","26","0",".591","116","84","0","5.27","3.82","--","--","--","--","--"
"1571322799-393","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Washington Capitals","2007-08","82","43","31","0","8","94","39",".573","238","227","4","2.90","2.77","18.8","80.5","31.0","27.5","51.2"
"1571322799-9","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Washington Capitals","2009-10","82","54","15","0","13","121","49",".738","313","227","5","3.82","2.77","25.2","78.8","32.8","30.9","51.5"
"1571322799-748","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1976-77","80","33","32","15","","81","0",".506","301","285","0","3.76","3.56","--","--","31.7","34.3","--"
"1571322799-1244","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1942-43","50","24","17","9","","57","0",".570","195","176","0","3.90","3.52","--","--","--","--","--"
"1571322799-1108","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Hartford Whalers","1991-92","80","26","41","13","","65","0",".406","247","283","0","3.09","3.54","17.6","78.3","28.4","29.9","0.0"
"1571322799-760","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Anaheim Ducks","2018-19","82","35","37","0","10","80","32",".488","196","248","3","2.39","3.02","17.0","79.7","27.7","33.2","51.3"
"1571322799-525","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Columbus Blue Jackets","2014-15","82","42","35","0","5","89","33",".543","227","248","9","2.77","3.02","21.7","80.2","28.9","33.4","49.3"
"1571322799-817","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1951-52","70","34","26","10","","78","0",".557","195","164","0","2.79","2.34","--","--","--","--","--"
"1571322799-94","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","2011-12","82","51","25","0","6","108","42",".659","273","218","9","3.33","2.66","19.7","87.8","33.9","27.4","50.4"
"1571322799-1511","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Ottawa Senators (1917)","1933-34","48","13","29","6","","32","0",".333","115","143","0","2.40","2.98","--","--","--","--","--"
"1571322799-906","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Columbus Blue Jackets","2005-06","82","35","43","0","4","74","27",".451","215","276","8","2.62","3.37","14.2","81.8","27.4","33.7","49.4"
"1571322799-147","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Anaheim Ducks","2016-17","82","46","23","0","13","105","43",".640","220","197","3","2.68","2.40","18.7","84.7","29.6","29.6","54.7"
"1571322799-1522","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montreal Maroons","1937-38","48","12","30","6","","30","0",".313","101","149","0","2.10","3.10","--","--","--","--","--"
"1571322799-443","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","1998-99","82","37","26","19","","93","0",".567","231","196","0","2.82","2.39","16.8","84.1","29.9","22.9","55.4"
"1571322799-380","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Los Angeles Kings","2011-12","82","40","27","0","15","95","34",".579","188","170","6","2.29","2.07","17.0","87.0","30.6","27.4","51.5"
"1571322799-491","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Florida Panthers","2014-15","82","38","29","0","15","91","30",".555","198","213","8","2.41","2.60","16.3","80.0","30.7","29.6","48.6"
"1571322799-1584","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Columbus Blue Jackets","2019-20","6","3","3","0","0","6","3",".500","14","20","0","2.33","3.33","16.7","73.7","33.3","29.0","47.4"
"1571322799-1235","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1941-42","48","27","18","3","","57","0",".594","158","136","0","3.29","2.83","--","--","--","--","--"
"1571322799-1142","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Cleveland Barons","1976-77","80","25","42","13","","63","0",".394","240","292","0","3.00","3.65","--","--","28.9","31.8","--"
"1571322799-611","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","1992-93","84","38","36","10","","86","0",".512","335","297","0","3.99","3.54","20.3","83.5","31.8","31.9","0.0"
"1571322799-223","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Tampa Bay Lightning","2013-14","82","46","27","0","9","101","38",".616","232","209","8","2.83","2.55","18.5","80.7","29.8","29.2","49.2"
"1571322799-1026","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1997-98","82","30","43","9","","69","0",".421","194","237","0","2.37","2.89","11.4","86.6","27.7","28.7","49.8"
"1571322799-1556","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Hamilton Tigers","1923-24","24","9","15","0","","18","0",".375","63","68","0","2.63","2.83","--","--","--","--","--"
"1571322799-231","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Chicago Blackhawks","2011-12","82","45","26","0","11","101","38",".616","241","231","7","2.94","2.82","15.2","78.1","31.5","28.6","50.5"
"1571322799-964","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Los Angeles Kings","1967-68","74","31","33","10","","72","0",".486","200","224","0","2.70","3.03","--","--","30.9","28.2","--"
"1571322799-1278","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1946-47","60","22","27","11","","55","0",".458","190","193","0","3.17","3.22","--","--","--","--","--"
"1571322799-57","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Philadelphia Flyers","1973-74","78","50","16","12","","112","0",".718","273","164","0","3.50","2.10","--","--","33.9","28.4","--"
"1571322799-555","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Tampa Bay Lightning","1995-96","82","38","32","12","","88","0",".537","238","248","0","2.90","3.02","20.8","84.5","31.0","29.6","0.0"
"1571322799-739","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Minnesota Wild","2011-12","82","35","36","0","11","81","24",".494","166","217","11","2.02","2.65","15.1","82.1","26.5","31.4","51.2"
"1571322799-672","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","1988-89","80","38","35","7","","83","0",".519","291","299","0","3.64","3.74","20.5","79.0","27.9","29.7","0.0"
"1571322799-1066","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Los Angeles Kings","1996-97","82","28","43","11","","67","0",".409","214","268","0","2.61","3.27","13.6","87.2","29.0","33.9","0.0"
"1571322799-628","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Ottawa Senators","2015-16","82","38","35","0","9","85","32",".518","230","241","6","2.80","2.94","15.8","75.8","28.4","32.8","50.5"
"1571322799-407","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Calgary Flames","1984-85","80","41","27","12","","94","0",".588","363","302","0","4.54","3.77","24.8","74.2","34.9","31.2","--"
"1571322799-125","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Pittsburgh Penguins","2010-11","82","49","25","0","8","106","39",".646","228","196","10","2.78","2.39","15.8","86.1","31.5","28.7","49.2"
"1571322799-1113","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","1950-51","70","25","30","15","","65","0",".464","173","184","0","2.47","2.63","--","--","--","--","--"
"1571322799-56","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","2008-09","82","51","21","0","10","112","45",".683","289","240","6","3.52","2.93","25.5","78.3","36.2","27.7","55.1"
"1571322799-996","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Toronto Maple Leafs","1986-87","80","32","42","6","","70","0",".438","286","319","0","3.58","3.99","17.2","78.0","30.1","32.4","--"
"1571322799-406","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Calgary Flames","2010-11","82","41","29","0","12","94","32",".573","241","230","9","2.94","2.80","19.5","81.2","30.5","28.5","48.1"
"1571322799-411","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Boston Bruins","1974-75","80","40","26","14","","94","0",".588","345","245","0","4.31","3.06","--","--","34.9","27.9","--"
"1571322799-1078","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Anaheim Ducks","2012-13","48","30","12","0","6","66","24",".688","134","115","6","2.79","2.40","21.5","81.5","28.1","27.9","47.5"
"1571322799-353","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Nashville Predators","2015-16","82","41","27","0","14","96","37",".585","224","213","4","2.73","2.60","19.7","81.2","30.6","27.3","48.7"
"1571322799-1112","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","1982-83","80","25","40","15","","65","0",".406","285","316","0","3.56","3.95","21.3","81.3","31.3","31.2","--"
"1571322799-537","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Buffalo Sabres","1997-98","82","36","29","17","","89","0",".543","211","187","0","2.57","2.28","12.9","84.3","26.5","31.2","47.3"
"1571322799-593","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montréal Canadiens","2001-02","82","36","31","12","3","87","0",".530","207","209","0","2.52","2.55","14.9","86.3","25.5","31.7","52.8"
"1571322799-693","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Atlanta Flames","1979-80","80","35","32","13","","83","0",".519","282","269","0","3.52","3.36","23.6","81.0","28.1","30.6","--"
"1571322799-1088","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1984-85","80","27","41","12","","66","0",".413","313","357","0","3.91","4.46","22.1","73.4","28.4","31.5","--"
"1571322799-661","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Winnipeg Jets","2013-14","82","37","35","0","10","84","29",".512","219","231","8","2.67","2.82","15.4","83.2","30.7","30.1","46.9"
"1571322799-119","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","1980-81","80","45","18","17","","107","0",".669","352","281","0","4.40","3.51","24.2","82.0","30.4","31.8","--"
"1571322799-1181","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","2012-13","48","29","17","0","2","60","24",".625","124","114","5","2.58","2.38","19.5","84.7","27.8","24.2","50.7"
"1571322799-1555","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Montreal Maroons","1924-25","30","9","19","2","","20","0",".333","45","65","0","1.50","2.17","--","--","--","--","--"
"1571322799-982","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Los Angeles Kings","2018-19","82","31","42","0","9","71","28",".433","199","259","3","2.43","3.16","15.8","76.5","28.8","31.4","50.5"
"1571322799-679","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","St. Louis Blues","1989-90","80","37","34","9","","83","0",".519","295","279","0","3.69","3.49","22.5","80.9","29.2","29.5","0.0"
"1571322799-1191","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Florida Panthers","2001-02","82","22","44","10","6","60","0",".366","180","250","0","2.20","3.05","14.7","80.7","26.9","32.5","46.1"
"1571322799-1458","http://www.nhl.com/stats/team?reportType=season&seasonFrom=19171918&seasonTo=20192020&gameType=2&filter=gamesPlayed,gte,1&sort=points,wins","Detroit Red Wings","1985-86","80","17","57","6","","40","0",".250","266","415","0","3.33","5.19","20.9","71.0","28.5","32.9","--"
