web-scraper-order,web-scraper-start-url,name,season,team,position,games_played,goals,assists,points,plus_minus,pim,points_per_gp,ppg,ppp,shg,shp,gwg,otg,shots,shot_perc,toi_gp,shifts_gp,fow_perc
"1573423104-1812","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ralph Backstrom","1962-63","MTL","C","70","23","12","35","11","51","0.50","0","1","0","0","6","0","180","12.8","","--","--"
"1573423104-6949","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andre Hinse","1967-68","TOR","L","4","0","0","0","-2","0","--","0","0","0","0","0","0","1","0.0","","--","--"
"1573423104-6563","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Poul Popiel","1965-66","BOS","D","4","0","1","1","-1","2","0.25","0","0","0","0","0","0","1","0.0","","--","--"
"1573423104-3279","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bill Quackenbush","1944-45","DET","D","50","7","14","21","","10","0.42","0","2","0","0","1","0","","--","","--","--"
"1573423104-6373","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murdo MacKay","1947-48","MTL","R","14","0","2","2","","0","0.14","0","0","0","0","0","0","","--","","--","--"
"1573423104-418","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dean Prentice","1961-62","NYR","L","68","22","38","60","2","20","0.88","10","18","1","1","4","0","217","10.1","","--","--"
"1573423104-7535","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Walton","1943-44","MTL","C","4","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-2399","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Reay","1945-46","MTL","C","44","17","12","29","","10","0.66","1","2","0","0","1","0","","--","","--","--"
"1573423104-4869","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Billy Harris","1956-57","TOR","C","23","4","6","10","","6","0.43","0","0","0","0","0","0","","--","","--","--"
"1573423104-5391","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jim Morrison","1960-61","NYR","D","19","1","6","7","-7","6","0.37","0","2","0","0","0","0","34","2.9","","--","--"
"1573423104-4250","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Murray Henderson","1947-48","BOS","D","49","6","8","14","","50","0.29","0","1","0","1","0","0","","--","","--","--"
"1573423104-3659","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dollard St. Laurent","1960-61","CHI","D","67","2","17","19","2","58","0.28","0","0","0","1","1","0","107","1.9","","--","--"
"1573423104-1089","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Fleming MacKell","1952-53","BOS","C","65","27","17","44","","63","0.68","4","6","2","2","5","0","","--","","--","--"
"1573423104-4297","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Warren Godfrey","1959-60","DET","D","69","5","9","14","4","60","0.20","2","3","0","0","1","0","94","5.3","","--","--"
"1573423104-8","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bobby Hull","1965-66","CHI","L","65","54","43","97","19","66","1.49","22","41","1","2","7","0","351","15.4","","--","--"
"1573423104-2539","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Terry Gray","1967-68","LAK","R","65","12","16","28","-3","22","0.43","3","5","0","0","0","0","113","10.6","","--","--"
"1573423104-2921","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean-Guy Gendron","1958-59","BOS","L","60","15","9","24","","57","0.40","3","6","0","0","0","0","","--","","--","--"
"1573423104-2242","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Rod Gilbert","1962-63","NYR","R","70","11","20","31","-11","20","0.44","0","1","0","0","2","0","123","8.9","","--","--"
"1573423104-2244","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pete Stemkowski","1967-68","TOR, DET","C","73","10","21","31","-9","86","0.42","0","1","0","0","1","0","179","5.6","","--","--"
"1573423104-3367","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Vic Lynn","1950-51","BOS","L","56","14","6","20","","69","0.36","2","2","0","0","3","0","","--","","--","--"
"1573423104-4931","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Eddie Joyal","1962-63","DET","C","14","2","8","10","0","0","0.71","0","6","0","0","1","0","16","12.5","","--","--"
"1573423104-7094","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Doug Barkley","1957-58","CHI","D","3","0","0","0","","0","--","0","0","0","0","0","0","","--","","--","--"
"1573423104-2711","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Wall","1968-69","LAK","D","71","13","13","26","-5","16","0.37","1","3","1","1","1","0","145","9.0","","--","--"
"1573423104-1068","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Andy Bathgate","1964-65","TOR","R","55","16","29","45","5","34","0.82","6","20","0","0","1","0","151","10.6","","--","--"
"1573423104-4480","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Allan Stanley","1966-67","TOR","D","53","1","12","13","7","20","0.25","0","0","0","0","0","0","36","2.8","","--","--"
"1573423104-6571","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Dunc Fisher","1952-53","BOS","R","7","0","1","1","","0","0.14","0","0","0","0","0","0","","--","","--","--"
"1573423104-1936","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bruce MacGregor","1965-66","DET","C","70","20","14","34","-2","26","0.49","1","4","1","1","2","0","135","14.8","","--","--"
"1573423104-4012","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ed Kryzanowski","1949-50","BOS","D","57","6","10","16","","12","0.28","0","1","0","0","1","0","","--","","--","--"
"1573423104-5907","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Wayne Cashman","1967-68","BOS","L","12","0","4","4","-5","2","0.33","0","1","0","0","0","0","12","0.0","","--","--"
"1573423104-186","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Kenny Wharram","1963-64","CHI","R","70","39","32","71","25","18","1.01","14","20","0","0","8","0","191","20.4","","--","--"
"1573423104-2997","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jim Morrison","1957-58","TOR","D","70","3","21","24","","62","0.34","1","3","0","1","0","0","","--","","--","--"
"1573423104-2715","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Glen Skov","1951-52","DET","C","70","12","14","26","","46","0.37","7","10","0","0","4","0","","--","","--","--"
"1573423104-6921","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bob Plager","1964-65","NYR","D","10","0","0","0","-14","18","--","0","0","0","0","0","0","18","0.0","","--","--"
"1573423104-1588","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Peirson","1950-51","BOS","R","70","19","19","38","","43","0.54","6","11","0","0","2","0","","--","","--","--"
"1573423104-2443","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Earl Seibert","1944-45","CHI, DET","D","47","12","17","29","","23","0.62","2","4","0","0","2","0","","--","","--","--"
"1573423104-1541","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Peirson","1956-57","BOS","R","68","13","26","39","","41","0.57","2","11","0","0","5","0","","--","","--","--"
"1573423104-239","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Vic Stasiuk","1959-60","BOS","L","69","29","39","68","-4","121","0.99","7","20","0","0","7","0","162","17.9","","--","--"
"1573423104-3679","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Ron Murphy","1965-66","DET, BOS","L","34","10","8","18","4","10","0.53","2","2","0","0","1","0","72","13.9","","--","--"
"1573423104-21","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean Beliveau","1958-59","MTL","C","64","45","46","91","","69","1.42","13","30","0","1","7","0","","--","","--","--"
"1573423104-1547","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Johnny Wilson","1957-58","DET","L","70","12","27","39","","14","0.56","3","10","0","1","3","0","","--","","--","--"
"1573423104-387","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Phil Esposito","1966-67","CHI","C","69","21","40","61","34","40","0.88","2","8","1","1","3","0","192","10.9","","--","--"
"1573423104-6485","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Aldo Guidolin","1955-56","NYR","R","14","1","0","1","","8","0.07","0","0","0","0","0","0","","--","","--","--"
"1573423104-2615","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Brian Conacher","1966-67","TOR","L","66","14","13","27","6","47","0.41","1","1","0","0","1","0","137","10.2","","--","--"
"1573423104-1292","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Donnie Marshall","1957-58","MTL","L","68","22","19","41","","14","0.60","7","11","2","2","1","0","","--","","--","--"
"1573423104-7765","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Pat Hannigan","1959-60","TOR","L","1","0","0","0","-1","0","--","0","0","0","0","0","0","1","0.0","","--","--"
"1573423104-2188","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Tim Horton","1959-60","TOR","D","70","3","29","32","-1","69","0.46","0","9","0","3","0","0","171","1.8","","--","--"
"1573423104-5289","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean-Paul Lamirande","1949-50","NYR","L","16","4","3","7","","6","0.44","0","0","0","0","0","0","","--","","--","--"
"1573423104-3063","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Marty Pavelich","1949-50","DET","L","65","8","15","23","","58","0.35","2","5","0","0","0","0","","--","","--","--"
"1573423104-6752","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al Dewsbury","1954-55","CHI","D","12","0","1","1","","10","0.08","0","0","0","0","0","0","","--","","--","--"
"1573423104-1769","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Buddy O'Connor","1950-51","NYR","C","66","16","20","36","","0","0.55","2","5","0","0","3","0","","--","","--","--"
"1573423104-1949","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Danny Lewicki","1950-51","TOR","L","61","16","18","34","","26","0.56","3","8","0","0","4","0","","--","","--","--"
"1573423104-1272","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Phil Goyette","1965-66","NYR","C","60","11","31","42","-4","4","0.70","4","11","0","0","0","0","139","7.9","","--","--"
"1573423104-6239","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Brit Selby","1966-67","TOR","L","6","1","1","2","1","0","0.33","0","0","0","0","0","0","2","50.0","","--","--"
"1573423104-1890","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Cal Gardner","1952-53","CHI","C","70","11","24","35","","60","0.50","4","5","1","1","3","0","","--","","--","--"
"1573423104-5986","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Bing Juckes","1949-50","NYR","L","14","2","1","3","","6","0.21","1","1","0","0","1","0","","--","","--","--"
"1573423104-6027","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Paul Masnick","1951-52","MTL","C","15","1","2","3","","2","0.20","0","0","0","0","0","0","","--","","--","--"
"1573423104-1810","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Jean-Guy Gendron","1959-60","BOS","L","67","24","11","35","-3","64","0.52","1","2","0","0","0","0","142","16.9","","--","--"
"1573423104-4477","http://www.nhl.com/stats/player?reportType=season&seasonFrom=19431944&seasonTo=19681969&gameType=2&filter=gamesPlayed,gte,1&sort=points,goals,assists","Al Langlois","1964-65","DET","D","66","1","12","13","21","107","0.20","0","1","1","1","0","0","78","1.3","","--","--"
